ID 70998264,unknown,Москва,sale,flat,12,2,46.0,10500000.0,Бирюлево Западное,Медынская ,5К4,Пражская,
А101,developer,Москва,sale,flat,9,2,53.9,10462491.0,,,1.2,Толстопальцево,Родные кварталы ЖК
Самолет,developer,Москва,sale,flat,16,2,57.8,10531666.0,,,к2,Филатов Луг,Цветочные Поляны
Самолет,developer,Москва,sale,flat,9,2,54.09,10475338.0,,,к31,Рассказовка,Новое Внуково ЖК
Самолет,developer,Москва,sale,flat,13,2,51.91,10529114.0,,,к8,Филатов Луг,Цветочные Поляны ЖК
Самолет,developer,Москва,sale,flat,16,2,59.0,10469816.0,,,к2,Филатов Луг,Цветочные Поляны
Plus Development,developer,Москва,sale,flat,23,2,56.5,10461263.0,,,,Филатов Луг,Детали ЖК
А101,developer,Москва,sale,flat,9,2,54.6,10484560.0,,,1.2,Толстопальцево,Родные кварталы ЖК
А101,developer,Москва,sale,flat,9,2,47.1,10504383.0,,,1.2,Толстопальцево,Родные кварталы ЖК
А101,developer,Москва,sale,flat,13,2,40.5,10535144.0,,,18.1.4,Бунинская аллея,Скандинавия ЖК
Upside Development,developer,Москва,sale,flat,8,2,49.7,10491670.0,Бибирево, Корнейчука,27,Алтуфьево,Clementine
,,Москва,sale,flat,25,2,39.75,10519838.0,Люблино,Юго-Восточный ао,к27,Перерва,Светлый Мир Станция Л ЖК
Level Group,developer,Москва,sale,flat,13,2,36.6,10609205.0,Печатники,,14,Кожуховская,Левел Южнопортовая ЖК
А101,developer,Москва,sale,flat,17,2,39.8,10608344.0,,,25.5,Бунинская аллея,Скандинавия ЖК
,,Москва,sale,flat,25,2,40.02,10591293.0,Люблино,Юго-Восточный ао,к26,Перерва,Светлый Мир Станция Л ЖК
ПИК,developer,Москва,sale,flat,9,2,54.5,10603519.0,,,4.3,Филатов Луг,Середневский Лес ЖК
А101,developer,Москва,sale,flat,12,2,41.4,10594545.0,,,4.3,Новомосковская,Дзен-кварталы ЖК
Самолет,developer,Москва,sale,flat,14,2,53.31,10624203.0,,,к22,Щербинка,Остафьево ЖК
Самолет,developer,Москва,sale,flat,9,2,53.94,10605778.0,,,к28,Рассказовка,Новое Внуково ЖК
Самолет,developer,Москва,sale,flat,12,2,55.31,10581301.0,,,9,Рассказовка,Квартал Западный ЖК
ФСК,developer,Москва,sale,flat,15,2,50.25,10581997.0,,,к2,Солнцево,Движение. Говорово ЖК
А101,developer,Москва,sale,flat,19,2,41.3,10618106.0,,,к2.3,Бунинская аллея,Бунинские Кварталы ЖК
ID 81127700,realtor,Москва,sale,flat,9,2,45.0,10600000.0,Вешняки,Косинская ,24К1,Выхино,
А101,developer,Москва,sale,flat,12,2,35.9,10618251.0,,,3.2,Новомосковская,Дзен-кварталы ЖК
А101,developer,Москва,sale,flat,13,2,40.4,10620837.0,,,18.1.4,Бунинская аллея,Скандинавия ЖК
ПИК,developer,Москва,sale,flat,17,2,48.2,10584912.0,, Мостотреста,,Щербинка,Юнино
ГОРОБМЕН,real_estate_agent,Москва,sale,flat,9,2,43.6,10699000.0,Вешняки,Снайперская ,13,Выхино,
ПИК,developer,Москва,sale,flat,9,2,57.4,10742409.0,,,4.3,Филатов Луг,Середневский Лес ЖК
А101,developer,Москва,sale,flat,19,2,70.2,10732829.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,Москва,sale,flat,9,2,38.7,10741417.0,,,3.2,Новомосковская,Дзен-кварталы ЖК
Самолет,developer,Москва,sale,flat,14,2,53.95,10709057.0,,,к22,Щербинка,Остафьево ЖК
Самолет,developer,Москва,sale,flat,16,2,32.92,10674112.0,Бирюлево Восточное,,к2,Орехово,Квартал Герцена ЖК
Самолет,developer,Москва,sale,flat,14,2,60.02,10652770.0,,,10,Рассказовка,Квартал Западный ЖК
А101,developer,Москва,sale,flat,15,2,48.5,10701175.0,,,,Новомосковская,Деснаречье ЖК
А101,developer,Москва,sale,flat,15,2,41.4,10685707.0,,,18.2.4,Бунинская аллея,Скандинавия ЖК
ПИК,developer,Москва,sale,flat,9,2,51.9,10718906.0,,,4.3,Филатов Луг,Середневский Лес ЖК
А101,developer,Москва,sale,flat,19,2,49.6,10741574.0,,,9.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,Москва,sale,flat,8,2,43.2,10679414.0,,,,Новомосковская,Дзен-кварталы ЖК
А101,developer,Москва,sale,flat,12,2,41.7,10681580.0,,,3.2,Новомосковская,Дзен-кварталы ЖК
А101,developer,Москва,sale,flat,19,2,36.2,10716533.0,,,18.1.3,Бунинская аллея,Скандинавия ЖК
РЕСПЕКТ НЕДВИЖИМОСТЬ,real_estate_agent,Москва,sale,flat,17,2,54.0,10790000.0,Западное Дегунино,Новая ,1,Грачёвская,
А101,developer,Москва,sale,flat,16,2,34.4,10817218.0,,,к11,Прокшино,Прокшино ЖК
ПИК,developer,Москва,sale,flat,24,2,46.2,10840321.0,Тимирязевский,к3.6,к3.6,Окружная,Большая Академическая 85 ЖК
Новые Ватутинки,developer,Москва,sale,flat,14,2,51.8,10864000.0,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
Самолет,developer,Москва,sale,flat,14,2,55.61,10875147.0,,,к22,Щербинка,Остафьево ЖК
Самолет,developer,Москва,sale,flat,19,2,53.75,10861548.0,,,13,Летово,Эко Бунино ЖК
Самолет,developer,Москва,sale,flat,16,2,51.83,10753593.0,Молжаниновский,,к5,Новоподрезково,Молжаниново ЖК
ID 120550470,homeowner,Москва,sale,flat,9,2,44.1,10800000.0,Бибирево, Коненкова,15В,Бибирево,
Самолет,developer,Москва,sale,flat,14,2,59.18,10873792.0,,,6,Рассказовка,Квартал Западный ЖК
Самолет,developer,Москва,sale,flat,9,2,60.6,10816130.0,,,к3,Силикатная,Подольские Кварталы ЖК
А101,developer,Москва,sale,flat,18,2,44.4,10783206.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК
ПИК,developer,Москва,sale,flat,11,2,54.0,10757123.0,Южное Бутово,,,Щербинка,Никольские Луга ЖК
ПИК,developer,Москва,sale,flat,17,2,54.5,10887137.0,Южное Бутово,,,Щербинка,Никольские Луга ЖК
Самолет,developer,Москва,sale,flat,9,2,57.51,10893977.0,,,к31,Рассказовка,Новое Внуково ЖК
А101,developer,Москва,sale,flat,17,2,47.1,10860177.0,,,9.1,Бунинская аллея,Бунинские Кварталы ЖК
Самолет,developer,Москва,sale,flat,16,2,55.2,10762510.0,,,к2,Филатов Луг,Цветочные Поляны
,,Москва,sale,flat,16,2,44.4,10847715.0,поселок Газопровод, Лесные Поляны 5-я,,Корниловская,Смарт Гарден ЖК
А101,developer,Москва,sale,flat,10,2,49.5,10776645.0,,,1.1,Толстопальцево,Родные кварталы ЖК
А101,developer,Москва,sale,flat,11,2,44.8,10890156.0,,,,Новомосковская,Дзен-кварталы ЖК
ПИК,developer,Москва,sale,flat,9,2,50.94,10864228.0,,,к4.2,Филатов Луг,Середневский Лес ЖК
Upside Development,developer,Москва,sale,flat,8,2,49.0,10770200.0,Бибирево, Корнейчука,27,Алтуфьево,Clementine
Новые Ватутинки,developer,Москва,sale,flat,14,2,55.1,10867000.0,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
Новые Ватутинки,developer,Москва,sale,flat,11,2,48.7,10761000.0,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
Новые Ватутинки,developer,Москва,sale,flat,11,2,49.7,10870000.0,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
Этажи Москва,real_estate_agent,Москва,sale,flat,12,2,61.0,10900000.0,, Гореловская,3,Силикатная,
Елена Зверева,realtor,Москва,sale,flat,12,2,39.2,10900000.0,Царицыно,Кавказский бульвар,35/2к3,Кантемировская,
Level Group,developer,Москва,sale,flat,23,2,34.7,10907224.0,Печатники,,13,Кожуховская,Левел Южнопортовая ЖК
ПИК,developer,Москва,sale,flat,9,2,59.5,10960197.0,,,4.3,Филатов Луг,Середневский Лес ЖК
А101,developer,Москва,sale,flat,18,2,49.6,10945148.0,,,6.1.1,Новомосковская,Дзен-кварталы ЖК
Plus Development,developer,Москва,sale,flat,23,2,57.8,10983340.0,,,,Филатов Луг,Детали ЖК
ID 56172347,realtor,Москва,sale,flat,14,2,60.0,10900000.0,Южное Бутово, Маршала Савицкого,20к1,Щербинка,
Самолет,developer,Москва,sale,flat,14,2,56.29,10908921.0,,,14.2,Летово,Эко Бунино ЖК
Самолет,developer,Москва,sale,flat,17,2,51.71,10925212.0,,,к2,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,Москва,sale,flat,9,2,60.31,10985602.0,,,к28,Рассказовка,Новое Внуково ЖК
Самолет,developer,Москва,sale,flat,10,2,55.03,10991366.0,,,к32,Рассказовка,Новое Внуково ЖК
А101,developer,Москва,sale,flat,16,2,37.5,10937813.0,,м. Бунинская аллея,,Бунинская аллея,Скандинавия
Самолет,developer,Москва,sale,flat,17,2,53.74,10965949.0,,,к2,Филатов Луг,Квартал Марьино ЖК
А101,developer,Москва,sale,flat,20,2,47.3,10998570.0,,,6.1,Бунинская аллея,Бунинские Кварталы ЖК
Самолет,developer,Москва,sale,flat,20,2,51.78,10945761.0,,,к9,Филатов Луг,Цветочные Поляны ЖК
Самолет,developer,Москва,sale,flat,16,2,56.9,10987514.0,,,4-5,Филатов Луг,Цветочные Поляны
Самолет,developer,Москва,sale,flat,13,2,51.79,10967817.0,,,к11,Филатов Луг,Цветочные Поляны ЖК
А101,developer,Москва,sale,flat,15,2,51.9,10945861.0,,,,Новомосковская,Деснаречье ЖК
Новые Ватутинки,developer,Москва,sale,flat,14,2,53.3,10938000.0,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
Новые Ватутинки,developer,Москва,sale,flat,14,2,55.5,10988000.0,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
Новые Ватутинки,developer,Москва,sale,flat,14,2,51.3,10971000.0,,,,Кедровая,"Новые Ватутинки, мкр. Заречный"
Самолет Плюс Москва ЦАО,real_estate_agent,Москва,sale,flat,9,2,57.7,11000000.0,, Андерсена,2,Ольховая,Андерсен
ПИК,developer,Москва,sale,flat,9,2,57.5,11088874.0,,,4.3,Филатов Луг,Середневский Лес ЖК
Основа,developer,Москва,sale,flat,36,2,37.9,11066800.0,Ярославский,проспект Мира,222,Ростокино,МИРАПОЛИС
А101,developer,Москва,sale,flat,11,2,51.2,11053058.0,,,,Новомосковская,Дзен-кварталы ЖК
ПИК,developer,Москва,sale,flat,11,2,57.4,11060750.0,Южное Бутово,,,Щербинка,Никольские Луга ЖК
Самолет,developer,Москва,sale,flat,7,2,57.59,11018971.0,Молжаниновский,,к6,Новоподрезково,Молжаниново ЖК
Самолет,developer,Москва,sale,flat,13,2,52.75,11099886.0,,,к11,Филатов Луг,Цветочные Поляны ЖК
Plus Development,developer,Москва,sale,flat,23,2,52.2,11064260.0,,,,Филатов Луг,Детали ЖК
Самолет,developer,Москва,sale,flat,9,2,59.64,11088250.0,,,к26,Рассказовка,Новое Внуково ЖК
Самолет,developer,Москва,sale,flat,17,2,51.71,11013050.0,,,к1,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,Москва,sale,flat,16,2,55.4,11015953.0,,,4-5,Филатов Луг,Цветочные Поляны
А101,developer,Москва,sale,flat,11,2,50.4,11041985.0,,,,Новомосковская,Дзен-кварталы ЖК
А101,developer,Москва,sale,flat,10,2,38.6,11066427.0,,,2.4,Новомосковская,Дзен-кварталы ЖК
А101,developer,Москва,sale,flat,9,2,38.0,11099914.0,,,25.4,Бунинская аллея,Скандинавия ЖК
ПИК,developer,Москва,sale,flat,9,2,54.09,11047882.0,,,к4.2,Филатов Луг,Середневский Лес ЖК
Апрелевка С2,developer,Москва,sale,flat,3,2,54.5,11063500.0,, Генерала Донскова,25к8,Апрелевка,Борисоглебское
Александр Кудинов,realtor,Москва,sale,flat,9,2,44.0,11100000.0,Чертаново Южное,Чертановская ,52К3,Пражская,
Level Group,developer,Москва,sale,flat,23,2,35.7,11101318.0,Печатники,,13,Кожуховская,Левел Южнопортовая ЖК
Основа,developer,Москва,sale,flat,18,2,39.66,11132562.0,Перово,Электродная ,,Шоссе Энтузиастов,EvoPark Измайлово
А101,developer,Москва,sale,flat,30,2,38.4,11128110.0,Южное Бутово,к2.3,к2.3,Бунинская аллея,Южные Сады ЖК
,,Москва,sale,flat,25,2,42.17,11160291.0,Люблино,Юго-Восточный ао,к8,Братиславская,Светлый Мир Станция Л ЖК
А101,developer,Москва,sale,flat,16,2,39.4,11130929.0,,,3.3,Новомосковская,Дзен-кварталы ЖК
А101,developer,Москва,sale,flat,24,2,48.9,11119699.0,,,3.1,Новомосковская,Дзен-кварталы ЖК
Самолет,developer,Москва,sale,flat,13,2,57.46,11136897.0,Молжаниновский,,к6,Новоподрезково,Молжаниново ЖК
Колди,developer,Москва,sale,flat,21,2,50.28,11173976.0,Нижегородский,Автомобильный проезд,4,Калитники,N’ice Loft
А101,developer,Москва,sale,flat,16,2,37.3,11113274.0,,м. Бунинская аллея,,Бунинская аллея,Скандинавия
Самолет,developer,Москва,sale,flat,16,2,56.7,11113431.0,,,к6,Филатов Луг,Цветочные Поляны
А101,developer,Москва,sale,flat,19,2,50.2,11177803.0,,,к2.3,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,Москва,sale,flat,8,2,50.3,11168252.0,,,6.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,Москва,sale,flat,8,2,50.5,11139018.0,,,6.1,Бунинская аллея,Бунинские Кварталы ЖК
А101,developer,Москва,sale,flat,17,2,36.4,11130465.0,,,к11.2.2,Прокшино,Прокшино ЖК
А101,developer,Москва,sale,flat,18,2,38.5,11179823.0,,,1.3,Новомосковская,Дзен-кварталы ЖК
А101,developer,Москва,sale,flat,15,2,38.1,11163001.0,,,,Новомосковская,Деснаречье ЖК
Upside Development,developer,Москва,sale,flat,8,2,52.3,11171280.0,Бибирево, Корнейчука,27,Алтуфьево,Clementine
Татьяна Еленина,realtor,Москва,sale,flat,9,2,37.0,11200000.0,Покровское-Стрешнево,Вишневая ,10,Тушинская,
Абсолют Недвижимость,developer,Москва,sale,flat,20,2,52.8,11244043.0,,,3,Филатов Луг,Город-парк Первый Московский
Самолет,developer,Москва,sale,flat,17,2,53.74,11268492.0,,,к2,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,Москва,sale,flat,17,2,51.71,11227457.0,,,к1,Филатов Луг,Квартал Марьино ЖК
А101,developer,Москва,sale,flat,16,2,38.9,11268085.0,,м. Бунинская аллея,,Бунинская аллея,Скандинавия
ПИК,developer,Москва,sale,flat,9,2,62.9,11257841.0,,,4.3,Филатов Луг,Середневский Лес ЖК
Самолет,developer,Москва,sale,flat,8,2,53.84,11259849.0,,,к24,Рассказовка,Новое Внуково ЖК
Самолет,developer,Москва,sale,flat,9,2,56.98,11291117.0,,,к19,Рассказовка,Новое Внуково ЖК
А101,developer,Москва,sale,flat,20,2,49.1,11293054.0,,,6.1,Бунинская аллея,Бунинские Кварталы ЖК
Самолет,developer,Москва,sale,flat,16,2,57.7,11290595.0,,,4-5,Филатов Луг,Цветочные Поляны
А101,developer,Москва,sale,flat,11,2,44.4,11207104.0,,,,Новомосковская,Дзен-кварталы ЖК
А101,developer,Москва,sale,flat,12,2,54.0,11245545.0,,,,Новомосковская,Деснаречье ЖК
А101,developer,Москва,sale,flat,30,2,40.5,11299000.0,Южное Бутово,к2.3,к2.3,Бунинская аллея,Южные Сады ЖК
А101,developer,Москва,sale,flat,9,2,40.2,11298924.0,,,18.2.4,Бунинская аллея,Скандинавия ЖК
ПИК,developer,Москва,sale,flat,9,2,56.45,11234961.0,,,к4.2,Филатов Луг,Середневский Лес ЖК
ПИК,developer,Москва,sale,flat,9,2,58.01,11225805.0,,,к4.2,Филатов Луг,Середневский Лес ЖК
Абсолют Недвижимость,developer,Москва,sale,flat,20,2,54.3,11279868.0,,,3,Филатов Луг,Город-парк Первый Московский
ИПОМАКС,real_estate_agent,Москва,sale,flat,14,2,37.8,11350000.0,Можайский, Маршала Неделина,4,Сетунь,
Level Group,developer,Москва,sale,flat,13,2,40.3,11306872.0,Печатники,,14,Кожуховская,Левел Южнопортовая ЖК
Самолет,developer,Москва,sale,flat,23,2,56.38,11311534.0,,,к2.3,Румянцево,Тропарево Парк
,,Долгопрудный,sale,flat,23,1,34.5,8780785,,,,Хлебниково,Бригантина ЖК
Этажи Москва,real_estate_agent,Долгопрудный,sale,flat,18,1,44.0,10550000,,Московская ,56к3,Водники,Московские водники
Святослав Голованов,realtor,Долгопрудный,sale,flat,2,1,33.0,4700000,,Северная ,2,Долгопрудная,
,,Долгопрудный,sale,flat,23,1,42.0,9169139,,,,Хлебниково,Бригантина ЖК
Этажи Москва,real_estate_agent,Долгопрудный,sale,flat,23,1,36.8,6800000,,Парковая ,46к1,Водники,Бригантина
ID 31556,realtor,Долгопрудный,sale,flat,16,1,35.0,7300000,,проспект Пацаева,17,Водники,
,,Долгопрудный,sale,flat,23,1,32.6,8225645,,,,Хлебниково,Бригантина ЖК
ID 119235442,homeowner,Долгопрудный,sale,flat,26,1,49.0,11800000,,Лихачевский проспект,80к1,Долгопрудная,
Елена Тихонова,realtor,Долгопрудный,sale,flat,21,1,47.0,9200000,,проспект Ракетостроителей,1к1,Долгопрудная,
,,Долгопрудный,sale,flat,23,1,35.6,8748268,,,,Хлебниково,Бригантина ЖК
Адресат,real_estate_agent,Долгопрудный,sale,flat,23,1,34.1,8350000,,Парковая ,48,Долгопрудная,Бригантина
Галант,real_estate_agent,Долгопрудный,sale,flat,17,1,42.3,8850000,,проспект Ракетостроителей,5,Долгопрудная,
,,Долгопрудный,sale,flat,23,1,33.6,8625424,,,,Хлебниково,Бригантина ЖК
Галант,real_estate_agent,Долгопрудный,sale,flat,19,1,46.0,8800000,,проспект Ракетостроителей,1к1,Долгопрудная,
Вячеслав Чекалин,realtor,Долгопрудный,sale,flat,26,1,39.6,7400000,,Старое Дмитровское шоссе,11,Водники,Московские водники
,,Долгопрудный,sale,flat,23,1,42.6,9019735,,,,Хлебниково,Бригантина ЖК
Галант,real_estate_agent,Долгопрудный,sale,flat,10,1,42.2,8300000,,Дирижабельная ,15Б,Долгопрудная,
ID 536407,unknown,Долгопрудный,sale,flat,14,1,44.6,8900000,,Лихачевское шоссе,1к4,Долгопрудная,
,,Долгопрудный,sale,flat,23,1,36.8,9043171,,,,Хлебниково,Бригантина ЖК
Марина Татаринцева,realtor,Долгопрудный,sale,flat,9,1,32.4,6900000,, Академика Лаврентьева,25,Долгопрудная,
ID 78649018,realtor,Долгопрудный,sale,flat,3,1,31.5,6650000,,Московское шоссе,27,Долгопрудная,
Галант,real_estate_agent,Долгопрудный,sale,flat,23,1,46.7,10600000,,Новый бульвар,5,Долгопрудная,Новый бульвар
Дмирий Дмитриев,realtor,Долгопрудный,sale,flat,5,1,32.0,6000000,,Московское шоссе,45,Долгопрудная,
Галант,real_estate_agent,Долгопрудный,sale,flat,5,1,28.9,6450000,,Московское шоссе,49к1,Водники,
ID 89919508,unknown,Долгопрудный,sale,flat,23,1,30.0,5900000,,Парковая ,52к1,Водники,Бригантина
Галант,real_estate_agent,Долгопрудный,sale,flat,17,1,40.5,7800000,,Новый бульвар,23,Долгопрудная,
Ольга Викулова,realtor,Долгопрудный,sale,flat,5,1,31.0,5550000,,Московское шоссе,47,Долгопрудная,
Галант,real_estate_agent,Долгопрудный,sale,flat,3,1,34.3,6650000,,Нагорная ,7/11,Долгопрудная,
ID 122175496,realtor,Долгопрудный,sale,flat,5,1,30.5,7562256,, Циолковского,14,Долгопрудная,
МИЭЛЬ,real_estate_agent,Долгопрудный,sale,flat,17,1,44.7,8700000,,Парковая ,34,Водники,
ID 388457,realtor,Долгопрудный,sale,flat,25,1,35.0,9400000,,Новый бульвар,9к1,Долгопрудная,
ID 70678731,unknown,Долгопрудный,sale,flat,24,1,40.5,7400000,,Парковая ,44к1,Водники,Бригантина
ID 17998010,homeowner,Долгопрудный,sale,flat,25,1,35.0,9500000,,Новый бульвар,7к1,Долгопрудная,
ID 33879885,homeowner,Долгопрудный,sale,flat,9,1,37.1,8200000,,Молодежная ,14/1,Долгопрудная,
ID 66055610,homeowner,Долгопрудный,sale,flat,19,1,44.6,9399000,,проспект Ракетостроителей,9к3,Долгопрудная,
ID 114509830,homeowner,Долгопрудный,sale,flat,23,1,34.34,8400000,,бульвар Имени Умберто Нобиле,1,Долгопрудная,
ID 67474576,realtor,Долгопрудный,sale,flat,21,1,40.0,10200000,,Старое Дмитровское шоссе,11,Водники,Московские водники
РиэлтиГлобал,real_estate_agent,Долгопрудный,sale,flat,2,1,31.7,5600000,, Павлова,10,Долгопрудная,
ID 111873489,homeowner,Долгопрудный,sale,flat,18,1,44.0,9200000,,Старое Дмитровское шоссе,15,Водники,Московские водники
Майя Джомидава,realtor,Долгопрудный,sale,flat,5,1,30.2,5600000,, Железнякова,2а,Водники,
Елена Стометова,realtor,Долгопрудный,sale,flat,24,1,39.6,7999999,,Старое Дмитровское шоссе,11,Водники,Московские водники
Дмитрий Некипелов,realtor,Долгопрудный,sale,flat,5,1,32.0,5700000,,Дирижабельная ,28к1,Водники,
Евгений Подгорнов,realtor,Долгопрудный,sale,flat,19,1,44.6,8800000,,проспект Ракетостроителей,9к1,Долгопрудная,
Марьяна Кунижева,realtor,Долгопрудный,sale,flat,3,1,31.0,5990000,мкр. Старый город,Октябрьская ,29а,,
Андрей Слободский,realtor,Долгопрудный,sale,flat,24,1,32.0,6300000,,Парковая ,52,Водники,Бригантина
Игорь Смирнов,realtor,Долгопрудный,sale,flat,2,1,31.5,6000000,,Заводская ,8,Водники,
Владис,real_estate_agent,Долгопрудный,sale,flat,19,1,47.0,8800000,,проспект Ракетостроителей,1к1,Долгопрудная,
Александра Тимофеева,realtor,Долгопрудный,sale,flat,9,1,36.0,6400000,, Академика Лаврентьева,1,Водники,
ID 88057659,homeowner,Долгопрудный,sale,flat,23,1,30.3,8300000,,Парковая ,48,Долгопрудная,Бригантина
Инна Ларди,realtor,Долгопрудный,sale,flat,9,1,34.0,6700000,,Дирижабельная ,17,Долгопрудная,
Владислав Павлов,realtor,Долгопрудный,sale,flat,17,1,42.3,8999999,,проспект Ракетостроителей,5,Долгопрудная,
Алексей Паршков,realtor,Долгопрудный,sale,flat,23,1,34.0,6800000,,Парковая ,44к1,Водники,Бригантина
Место,real_estate_agent,Долгопрудный,sale,flat,23,1,34.0,7300000,,Парковая ,48,Долгопрудная,Бригантина
ИНВЕСТ НЕДВИЖИМОСТЬ,real_estate_agent,Долгопрудный,sale,flat,13,1,31.4,7200000,,Заводская ,,Водники,Бригантина
СЕЛЕНА,real_estate_agent,Долгопрудный,sale,flat,23,1,39.0,8100000,,Старое Дмитровское шоссе,11,Водники,Московские водники
Ольга Харитонова,realtor,Долгопрудный,sale,flat,9,1,38.9,7250000,,Парковая ,38,Водники,
ID 83634082,homeowner,Долгопрудный,sale,flat,17,1,44.6,9800000,,Новый бульвар,21,Долгопрудная,
Галант,real_estate_agent,Долгопрудный,sale,flat,10,1,38.0,7650000,,Лихачевское шоссе,31к1,Водники,
ID 496415,homeowner,Долгопрудный,sale,flat,19,1,44.6,9100000,,проспект Ракетостроителей,7к1,Долгопрудная,
Александр Филатов,realtor,Долгопрудный,sale,flat,9,1,32.7,7500000,,Дирижабельная ,13,Долгопрудная,
ID 19770,realtor,Долгопрудный,sale,flat,5,1,34.0,6500000,,Советская ,8/8,Долгопрудная,
ИНКОМ-Недвижимость. Аренда,real_estate_agent,Долгопрудный,sale,flat,17,1,37.6,7300000,,Молодежная ,4,Долгопрудная,
ID 109824323,homeowner,Долгопрудный,sale,flat,19,1,46.0,9900000,,проспект Ракетостроителей,9к1,Долгопрудная,
Галант,real_estate_agent,Долгопрудный,sale,flat,23,1,30.5,8300000,,Парковая ,52к1,Водники,Бригантина
ID 1942,realtor,Долгопрудный,sale,flat,18,1,35.0,8450000,,Набережная ,27,Водники,Московские водники
Дмитрий Некипелов,realtor,Долгопрудный,sale,flat,5,1,32.0,5700000,,Дирижабельная ,28к1,Водники,
ID 62973310,homeowner,Долгопрудный,sale,flat,21,1,44.7,8950000,,проспект Ракетостроителей,3,Долгопрудная,
Инна Антипова,realtor,Долгопрудный,sale,flat,27,1,44.2,9900000,,Новый бульвар,7,Долгопрудная,"мкр. Центральный корп. 9, 10, 11"
Этажи Москва,real_estate_agent,Долгопрудный,sale,flat,2,1,35.8,5400000,, Нефтяников,9,Шереметьевская,
Валерий Петров,realtor,Долгопрудный,sale,flat,9,1,37.0,7500000,, Академика Лаврентьева,5,Водники,
Самолет Плюс МСК-Север,real_estate_agent,Долгопрудный,sale,flat,21,1,44.7,9300000,,проспект Ракетостроителей,3,Долгопрудная,
ИНКОМ-Недвижимость,real_estate_agent,Долгопрудный,sale,flat,27,1,44.2,9350000,,Новый бульвар,7,Долгопрудная,"мкр. Центральный корп. 9, 10, 11"
Юлия Чмышкова,realtor,Долгопрудный,sale,flat,9,1,32.8,7500000,,Дирижабельная ,13,Долгопрудная,
Ольга Харитонова,realtor,Долгопрудный,sale,flat,9,1,38.9,7250000,,Парковая ,38,Водники,
ID 105028604,homeowner,Долгопрудный,sale,flat,25,1,32.0,8000000,,Парковая ,54,Долгопрудная,
Павел Ибрагимов,realtor,Долгопрудный,sale,flat,24,1,35.0,8850000,,Парковая ,50,Водники,Бригантина
ID 520636,realtor,Долгопрудный,sale,flat,17,1,41.0,8500000,,Новый бульвар,23,Долгопрудная,
Инна Ларди,realtor,Долгопрудный,sale,flat,9,1,34.0,6700000,,Дирижабельная ,17,Долгопрудная,
ID 96172,realtor,Долгопрудный,sale,flat,12,1,38.7,8300000,,Спортивная ,5к3,Долгопрудная,
Марьяна Кунижева,realtor,Долгопрудный,sale,flat,3,1,31.0,5990000,мкр. Старый город,Октябрьская ,29а,,
Дмитрий Демиденко,realtor,Долгопрудный,sale,flat,17,1,46.0,8300000,,Новый бульвар,15,Долгопрудная,
Дмитрий Вережников,realtor,Долгопрудный,sale,flat,12,1,40.0,10740000,,Первомайская ,9/4,Новодачная,
ID 77917736,homeowner,Долгопрудный,sale,flat,5,1,30.5,5000000,, Нефтяников,14,Шереметьевская,
Валентина Немкова,realtor,Долгопрудный,sale,flat,19,1,44.6,9300000,,проспект Ракетостроителей,5к1,Долгопрудная,
ID 92940259,unknown,Долгопрудный,sale,flat,23,1,35.2,8800222,,Парковая ,48,Долгопрудная,Бригантина
Галант,real_estate_agent,Долгопрудный,sale,flat,23,1,31.8,8000000,,Парковая ,52,Водники,Бригантина
Простор-недвижимость,real_estate_agent,Долгопрудный,sale,flat,18,1,40.0,9100000,,Набережная ,33,Водники,Московские водники
Владис,real_estate_agent,Долгопрудный,sale,flat,17,1,40.2,9000000,,Лихачевский проспект,70к4,Долгопрудная,
Этажи Москва,real_estate_agent,Долгопрудный,sale,flat,25,1,45.7,9150000,,Новый бульвар,7,Долгопрудная,"мкр. Центральный корп. 9, 10, 11"
Наталия  Новикова,realtor,Долгопрудный,sale,flat,18,1,43.0,10100000,,Старое Дмитровское шоссе,15,Водники,Московские водники
Самолет Плюс МСК-Север,real_estate_agent,Долгопрудный,sale,flat,23,1,34.0,8400000,,бульвар Имени Умберто Нобиле,1,Долгопрудная,
Алексей Паршков,realtor,Долгопрудный,sale,flat,19,1,46.0,9700000,,проспект Ракетостроителей,7к1,Долгопрудная,
ID 123520502,homeowner,Долгопрудный,sale,flat,16,1,54.0,10990000,,Набережная ,29к1,Водники,Московские водники
ID 89219264,homeowner,Долгопрудный,sale,flat,18,1,44.0,10550000,,Московская ,56к3,Водники,Московские водники
